"id","submitdate","lastpage","startlanguage","seed","startdate","datestamp","CutOff","Gender","Age","Degree","University","Subject","GenAIUse","TypesOfAI[SQ001]","TypesOfAI[SQ002]","TypesOfAI[SQ003]","TypesOfAI[SQ004]","TypesOfAI[SQ005]","TypesOfAI[other]","AmoutUniAI","AIUniApplications[SQ001]","AIUniApplications[SQ002]","AIUniApplications[SQ003]","AIUniApplications[SQ004]","AIUniApplications[SQ005]","AIUniApplications[SQ006]","AIUniApplications[SQ007]","AIUniApplications[other]","AIFreq","AIOutcomes[SQ001]","AIOutcomes[SQ002]","AIOutcomes[SQ003]","AIOutcomes[SQ004]","AIOutcomes[SQ005]","AIOutcomes[SQ008]","AIOutcomes[SQ006]","AIOutcomes[SQ007]","RestrictionPolicy","RestrictionPolicy[other]","AIforStudAssess","EducatorsAIExp","EducatorsAIExp[other]","AIforMaterials","FearOfAI[SQ001]","FearOfAI[SQ002]","FearOfAI[SQ003]","FurtherAI[SQ001]","FurtherAI[SQ002]","FurtherAI[SQ003]","FurtherAI[SQ004]","ReaonsAgainstAI","Feedback"
"148","2024-01-18 15:00:52","6","de","1842443843","2024-01-18 14:53:20","2024-01-18 15:00:52","Ja (Yes)","Weiblich (Female)","24","Master (Masters Degree)","Universität Tübingen","Kognitionswissenschaft","Ja (Yes)","Ja","Nein","Nein","Nein","Nein","","80","Nein","Nein","Nein","Nein","Ja","Ja","Nein","","Weniger als einmal pro Monat (Less than once a month)","teils teils (Neutral)","teils teils (Neutral)","trifft gar nicht zu (Strongly Disagree)","trifft gar nicht zu (Strongly Disagree)","trifft gar nicht zu (Strongly Disagree)","trifft voll zu (Strongly Agree)","trifft eher zu (Agree)","trifft eher zu (Agree)","Moderater Umgang (KI in abgesprochenen Ausnahmefällen zulassen) / Moderate handling (allow AI in agreed exceptional cases)","","Unentschlossen (Undecided)","Alle Dozenten in meinem Studiengang sollten KI-Kenntnisse haben (All lecturers in my degree program should have knowledge of AI)","","Unentschlossen (Undecided)","trifft voll zu (Strongly Agree)","teils teils (Neutral)","trifft eher nicht zu (Disagree)","trifft eher nicht zu","trifft eher nicht zu","teils teils","teils teils","",""
"149","","3","de","1221676155","2024-01-18 15:00:03","2024-01-18 15:01:26","Ja (Yes)","Männlich (Male)","22","Bachelor (Bachelors Degree)","Universität Tübingen","Physik/ NwT","Ja (Yes)","Ja","Nein","Nein","Nein","Nein","","60","Ja","Nein","Ja","Ja","Nein","Nein","Nein","","Einige Male pro Monat (a couple times a month)","","","","","","","","","","","","","","","","","","","","","","",""
"150","2024-01-18 15:13:58","6","de","1403464900","2024-01-18 15:11:09","2024-01-18 15:13:58","Ja (Yes)","Weiblich (Female)","22","Bachelor (Bachelors Degree)","Hochschule Hamm-Lippstadt","Interkulturelle Wirtschaftspsychologie","Ja (Yes)","Ja","Nein","Nein","Nein","Nein","","10","Nein","Ja","Nein","Nein","Ja","Ja","Nein","","Weniger als einmal pro Monat (Less than once a month)","teils teils (Neutral)","teils teils (Neutral)","trifft eher nicht zu (Disagree)","trifft eher nicht zu (Disagree)","trifft eher nicht zu (Disagree)","trifft voll zu (Strongly Agree)","trifft eher nicht zu (Disagree)","trifft eher zu (Agree)","Offener Umgang (KI generell überall zulassen) / Open approach (generally allow AI everywhere)","","Nein (No)","Einige Dozenten in meinem Studiengang sollten KI-Kenntnisse haben (Some lecturers in my degree program should have knowledge of AI)","","Ja (Yes)","teils teils (Neutral)","trifft eher zu (Agree)","trifft eher nicht zu (Disagree)","trifft eher nicht zu","teils teils","trifft eher nicht zu","trifft eher zu","",""
"151","2024-01-18 15:27:16","6","de","1583225948","2024-01-18 15:24:03","2024-01-18 15:27:16","Ja (Yes)","Weiblich (Female)","20","Bachelor (Bachelors Degree)","Hochschule Hamm-lippstadt","Interkulturelle Wirtschaftspsychologie ","Ja (Yes)","Ja","Nein","Nein","Nein","Nein","","15%","Nein","Ja","Ja","Nein","Ja","Ja","Nein","","Einige Male pro Monat (a couple times a month)","teils teils (Neutral)","teils teils (Neutral)","trifft eher zu (Agree)","trifft eher nicht zu (Disagree)","trifft eher nicht zu (Disagree)","trifft eher zu (Agree)","teils teils (Neutral)","teils teils (Neutral)","Moderater Umgang (KI in abgesprochenen Ausnahmefällen zulassen) / Moderate handling (allow AI in agreed exceptional cases)","","Unentschlossen (Undecided)","Einige Dozenten in meinem Studiengang sollten KI-Kenntnisse haben (Some lecturers in my degree program should have knowledge of AI)","","Ja (Yes)","trifft eher zu (Agree)","teils teils (Neutral)","trifft eher zu (Agree)","trifft eher zu","teils teils","trifft eher nicht zu","trifft eher zu","",""
"152","2024-01-18 15:33:46","6","de","1716615495","2024-01-18 15:29:47","2024-01-18 15:33:46","Ja (Yes)","Männlich (Male)","26","Bachelor (Bachelors Degree)","HSHL","IWP","Ja (Yes)","Ja","Nein","Nein","Nein","Nein","","1%","Nein","Nein","Ja","Nein","Ja","Ja","Ja","Kreative Ideen ausprobieren","Einige Male pro Monat (a couple times a month)","trifft eher zu (Agree)","trifft voll zu (Strongly Agree)","teils teils (Neutral)","trifft eher zu (Agree)","teils teils (Neutral)","trifft voll zu (Strongly Agree)","trifft eher zu (Agree)","trifft eher zu (Agree)","Moderater Umgang (KI in abgesprochenen Ausnahmefällen zulassen) / Moderate handling (allow AI in agreed exceptional cases)","","Unentschlossen (Undecided)","Einige Dozenten in meinem Studiengang sollten KI-Kenntnisse haben (Some lecturers in my degree program should have knowledge of AI)","","Ja (Yes)","trifft eher nicht zu (Disagree)","teils teils (Neutral)","trifft gar nicht zu (Strongly Disagree)","teils teils","trifft eher zu","trifft eher nicht zu","trifft voll zu","",""
"153","2024-01-18 15:45:28","6","de","1263939208","2024-01-18 15:43:10","2024-01-18 15:45:28","Ja (Yes)","Männlich (Male)","19","Other","University of Tuebingen","Rechtswissenschaften","Nein (No)","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","Offener Umgang (KI generell überall zulassen) / Open approach (generally allow AI everywhere)","","Nein (No)","Alle Dozenten in meinem Studiengang sollten KI-Kenntnisse haben (All lecturers in my degree program should have knowledge of AI)","","Ja (Yes)","trifft eher zu (Agree)","trifft voll zu (Strongly Agree)","trifft eher nicht zu (Disagree)","trifft voll zu","teils teils","trifft eher nicht zu","trifft voll zu","",""
"154","2024-01-18 15:53:57","6","de","1913421559","2024-01-18 15:50:56","2024-01-18 15:53:57","Ja (Yes)","Weiblich (Female)","24","Bachelor (Bachelors Degree)","Hochschule Hamm-Lippstadt","Interkulturelle Wirtschaftspsychologie","Nein (No)","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","Offener Umgang (KI generell überall zulassen) / Open approach (generally allow AI everywhere)","","Ja (Yes)","Einige Dozenten in meinem Studiengang sollten KI-Kenntnisse haben (Some lecturers in my degree program should have knowledge of AI)","","Ja (Yes)","trifft eher zu (Agree)","trifft eher zu (Agree)","trifft eher zu (Agree)","trifft eher nicht zu","trifft eher zu","trifft eher nicht zu","trifft voll zu","Ich weiß nicht wie ich das machen soll, da ich keinerlei Erfahrung mit der Anwendung habe.",""
"155","","2","de","1960798858","2024-01-18 15:51:06","2024-01-18 15:51:48","Ja (Yes)","Weiblich (Female)","24","Master (Masters Degree)","Münster","BWL","","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","",""
"156","2024-01-18 15:58:40","6","de","636244781","2024-01-18 15:53:50","2024-01-18 15:58:40","Ja (Yes)","Weiblich (Female)","20","Bachelor (Bachelors Degree)","Hochschule Hamm-Lippstadt","Interkulturelle Wirtschaftspsychologie","Ja (Yes)","Ja","Nein","Nein","Nein","Nein","","80","Nein","Nein","Ja","Nein","Ja","Nein","Nein","","Einige Male pro Monat (a couple times a month)","trifft eher zu (Agree)","trifft eher zu (Agree)","trifft gar nicht zu (Strongly Disagree)","trifft eher nicht zu (Disagree)","trifft gar nicht zu (Strongly Disagree)","trifft eher zu (Agree)","teils teils (Neutral)","trifft eher zu (Agree)","Offener Umgang (KI generell überall zulassen) / Open approach (generally allow AI everywhere)","","Nein (No)","Einige Dozenten in meinem Studiengang sollten KI-Kenntnisse haben (Some lecturers in my degree program should have knowledge of AI)","","Ja (Yes)","trifft voll zu (Strongly Agree)","trifft voll zu (Strongly Agree)","trifft voll zu (Strongly Agree)","teils teils","teils teils","trifft eher zu","trifft eher nicht zu","",""
"157","2024-01-18 16:04:47","6","de","1188963881","2024-01-18 16:02:32","2024-01-18 16:04:47","Ja (Yes)","Weiblich (Female)","21","Bachelor (Bachelors Degree)","Hochschule Hamm-Lippstadt","interkulturelle Wirtschaftspsychologie","Nein (No)","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","Moderater Umgang (KI in abgesprochenen Ausnahmefällen zulassen) / Moderate handling (allow AI in agreed exceptional cases)","","Nein (No)","Einige Dozenten in meinem Studiengang sollten KI-Kenntnisse haben (Some lecturers in my degree program should have knowledge of AI)","","Ja (Yes)","trifft voll zu (Strongly Agree)","trifft eher zu (Agree)","teils teils (Neutral)","trifft eher nicht zu","trifft eher nicht zu","trifft eher zu","trifft voll zu","",""
"158","2024-01-18 16:26:25","6","de","548045224","2024-01-18 16:21:25","2024-01-18 16:26:25","Ja (Yes)","Weiblich (Female)","20","Bachelor (Bachelors Degree)","Hochschule Hamm/Lippstadt","Interkulturelle Wirtschaftspsychologie","Ja (Yes)","Ja","Nein","Nein","Nein","Nein","","100","Nein","Ja","Ja","Nein","Ja","Nein","Nein","","An einigen wenigen Wochentagen (On just a few days of the week)","trifft eher zu (Agree)","trifft eher zu (Agree)","trifft gar nicht zu (Strongly Disagree)","trifft gar nicht zu (Strongly Disagree)","trifft gar nicht zu (Strongly Disagree)","teils teils (Neutral)","teils teils (Neutral)","trifft eher zu (Agree)","Offener Umgang (KI generell überall zulassen) / Open approach (generally allow AI everywhere)","","Nein (No)","Einige Dozenten in meinem Studiengang sollten KI-Kenntnisse haben (Some lecturers in my degree program should have knowledge of AI)","","Ja (Yes)","trifft eher zu (Agree)","trifft eher zu (Agree)","trifft eher zu (Agree)","teils teils","trifft eher zu","trifft eher nicht zu","trifft eher zu","",""
"159","2024-01-18 16:27:56","6","de","1029159710","2024-01-18 16:27:49","2024-01-18 16:27:56","Nein (No)","","","","","","","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","",""
"160","2024-01-18 16:37:15","6","de","1982284900","2024-01-18 16:31:02","2024-01-18 16:37:14","Ja (Yes)","Weiblich (Female)","22","Bachelor (Bachelors Degree)","Hoschule Hamm-Lippstadt","Interkulturelle Wirtschaftspsychologie","Ja (Yes)","Ja","Nein","Nein","Nein","Nein","Jenny AI","70%","Ja","Nein","Ja","Nein","Ja","Ja","Nein","Kürzen von Texten ","An einigen wenigen Wochentagen (On just a few days of the week)","teils teils (Neutral)","trifft eher nicht zu (Disagree)","trifft voll zu (Strongly Agree)","trifft eher nicht zu (Disagree)","trifft gar nicht zu (Strongly Disagree)","trifft voll zu (Strongly Agree)","trifft voll zu (Strongly Agree)","trifft voll zu (Strongly Agree)","Moderater Umgang (KI in abgesprochenen Ausnahmefällen zulassen) / Moderate handling (allow AI in agreed exceptional cases)","","Unentschlossen (Undecided)","Einige Dozenten in meinem Studiengang sollten KI-Kenntnisse haben (Some lecturers in my degree program should have knowledge of AI)","","Ja (Yes)","trifft voll zu (Strongly Agree)","trifft voll zu (Strongly Agree)","trifft voll zu (Strongly Agree)","teils teils","trifft voll zu","trifft voll zu","trifft voll zu","","Ich fürchte, dass das schnellere Arbeiten mit KI dazu führt, dass ich selbst weniger eigenständig leisten kann. "
"161","2024-01-18 16:36:54","6","de","96832393","2024-01-18 16:33:23","2024-01-18 16:36:54","Ja (Yes)","Weiblich (Female)","20","Bachelor (Bachelors Degree)","Hochschule Hamm Lippstadt","Interkulturelle Wirtschaftspsychologie ","Nein (No)","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","Moderater Umgang (KI in abgesprochenen Ausnahmefällen zulassen) / Moderate handling (allow AI in agreed exceptional cases)","","Unentschlossen (Undecided)","Einige Dozenten in meinem Studiengang sollten KI-Kenntnisse haben (Some lecturers in my degree program should have knowledge of AI)","","Unentschlossen (Undecided)","teils teils (Neutral)","trifft eher zu (Agree)","teils teils (Neutral)","trifft eher zu","teils teils","trifft eher nicht zu","trifft voll zu","Ich lese gerne selber und denn ich habe kein Vertrauen in KI",""
"162","2024-01-18 16:43:38","6","de","290827371","2024-01-18 16:41:00","2024-01-18 16:43:38","Ja (Yes)","Weiblich (Female)","22","Bachelor (Bachelors Degree)","HSHL","Wirtschaftspsychologie ","Nein (No)","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","Moderater Umgang (KI in abgesprochenen Ausnahmefällen zulassen) / Moderate handling (allow AI in agreed exceptional cases)","","Nein (No)","Einige Dozenten in meinem Studiengang sollten KI-Kenntnisse haben (Some lecturers in my degree program should have knowledge of AI)","","Ja (Yes)","trifft voll zu (Strongly Agree)","trifft voll zu (Strongly Agree)","trifft voll zu (Strongly Agree)","trifft gar nicht zu.","trifft gar nicht zu.","trifft voll zu","trifft eher nicht zu","",""
"163","2024-01-18 16:48:14","6","de","2108338769","2024-01-18 16:44:06","2024-01-18 16:48:14","Ja (Yes)","Weiblich (Female)","22","Dr. / Phd.","Eberhard Karls Universität Tübingen ","Medizin ","Ja (Yes)","Ja","Nein","Nein","Nein","Nein","Deepl Textverbesserungstool","100","Nein","Ja","Ja","Nein","Nein","Nein","Nein","","An einigen wenigen Wochentagen (On just a few days of the week)","teils teils (Neutral)","trifft eher nicht zu (Disagree)","trifft eher zu (Agree)","trifft eher zu (Agree)","trifft eher zu (Agree)","trifft voll zu (Strongly Agree)","trifft eher zu (Agree)","trifft voll zu (Strongly Agree)","Offener Umgang (KI generell überall zulassen) / Open approach (generally allow AI everywhere)","","Unentschlossen (Undecided)","Einige Dozenten in meinem Studiengang sollten KI-Kenntnisse haben (Some lecturers in my degree program should have knowledge of AI)","","Nein (No)","trifft eher nicht zu (Disagree)","trifft eher zu (Agree)","trifft eher nicht zu (Disagree)","trifft eher zu","teils teils","trifft eher nicht zu","trifft eher zu","",""
"164","2024-01-18 16:51:49","6","de","1423303968","2024-01-18 16:47:42","2024-01-18 16:51:49","Ja (Yes)","Weiblich (Female)","20","Bachelor (Bachelors Degree)","Hochschule Hamm-Lippstadt","Interkulturelle Wirtschaftspsychologie","Ja (Yes)","Ja","Nein","Nein","Nein","Nein","","80","Nein","Nein","Ja","Nein","Ja","Nein","Nein","","Einige Male pro Monat (a couple times a month)","trifft eher zu (Agree)","teils teils (Neutral)","teils teils (Neutral)","trifft eher nicht zu (Disagree)","teils teils (Neutral)","trifft voll zu (Strongly Agree)","teils teils (Neutral)","trifft eher zu (Agree)","Moderater Umgang (KI in abgesprochenen Ausnahmefällen zulassen) / Moderate handling (allow AI in agreed exceptional cases)","","Nein (No)","Einige Dozenten in meinem Studiengang sollten KI-Kenntnisse haben (Some lecturers in my degree program should have knowledge of AI)","","Ja (Yes)","trifft eher zu (Agree)","trifft voll zu (Strongly Agree)","teils teils (Neutral)","trifft eher nicht zu","trifft eher zu","trifft eher nicht zu","trifft voll zu","",""
"165","2024-01-18 16:56:45","6","de","1016543894","2024-01-18 16:53:38","2024-01-18 16:56:45","Ja (Yes)","Divers (Diverse)","27","Master (Masters Degree)","Tübingen","Cognitive Science","Ja (Yes)","Ja","Nein","Nein","Nein","Nein","","80","Ja","Nein","Ja","Nein","Nein","Ja","Ja","","An einigen wenigen Wochentagen (On just a few days of the week)","teils teils (Neutral)","teils teils (Neutral)","trifft voll zu (Strongly Agree)","trifft eher zu (Agree)","trifft eher zu (Agree)","trifft voll zu (Strongly Agree)","teils teils (Neutral)","trifft voll zu (Strongly Agree)","Moderater Umgang (KI in abgesprochenen Ausnahmefällen zulassen) / Moderate handling (allow AI in agreed exceptional cases)","","Unentschlossen (Undecided)","Alle Dozenten in meinem Studiengang sollten KI-Kenntnisse haben (All lecturers in my degree program should have knowledge of AI)","","Ja (Yes)","trifft voll zu (Strongly Agree)","trifft voll zu (Strongly Agree)","trifft eher nicht zu (Disagree)","trifft voll zu","trifft eher zu","trifft eher zu","teils teils","",""
"166","2024-01-18 17:11:01","6","de","301449646","2024-01-18 17:02:18","2024-01-18 17:11:01","Ja (Yes)","Männlich (Male)","24","Master (Masters Degree)","Tübingen","MSc Computer Science","Ja (Yes)","Ja","Nein","Nein","Nein","Nein","","70","Ja","Nein","Nein","Nein","Ja","Nein","Nein","","An einigen wenigen Wochentagen (On just a few days of the week)","teils teils (Neutral)","trifft eher nicht zu (Disagree)","trifft eher nicht zu (Disagree)","trifft eher nicht zu (Disagree)","trifft eher nicht zu (Disagree)","trifft eher zu (Agree)","trifft eher nicht zu (Disagree)","trifft eher nicht zu (Disagree)","Sonstiges","Offen, aber kritisch","Nein (No)","Alle Dozenten in meinem Studiengang sollten KI-Kenntnisse haben (All lecturers in my degree program should have knowledge of AI)","","Ja (Yes)","trifft voll zu (Strongly Agree)","trifft eher zu (Agree)","trifft eher nicht zu (Disagree)","trifft voll zu","trifft gar nicht zu.","trifft voll zu","teils teils","",""
"167","","","de","2110275831","2024-01-18 17:04:11","2024-01-18 17:04:11","","","","","","","","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","",""
"168","2024-01-18 17:17:31","6","de","1817157236","2024-01-18 17:10:53","2024-01-18 17:17:31","Ja (Yes)","Weiblich (Female)","24","Bachelor (Bachelors Degree)","Hochschule Hamm-Lippstadt","Interkulturelle Wirtschaftspsychologie","Ja (Yes)","Ja","Nein","Nein","Nein","Nein","","90","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Formulierungshilfe","Einmal im Monat (Once a month)","teils teils (Neutral)","trifft gar nicht zu (Strongly Disagree)","trifft gar nicht zu (Strongly Disagree)","trifft gar nicht zu (Strongly Disagree)","trifft gar nicht zu (Strongly Disagree)","trifft voll zu (Strongly Agree)","teils teils (Neutral)","teils teils (Neutral)","Moderater Umgang (KI in abgesprochenen Ausnahmefällen zulassen) / Moderate handling (allow AI in agreed exceptional cases)","","Nein (No)","Alle Dozenten in meinem Studiengang sollten KI-Kenntnisse haben (All lecturers in my degree program should have knowledge of AI)","","Unentschlossen (Undecided)","trifft voll zu (Strongly Agree)","trifft eher zu (Agree)","trifft voll zu (Strongly Agree)","trifft eher zu","teils teils","trifft eher zu","trifft eher zu","","bisher wenig Referenzen im Bezug zu KI im Studium als Lernhilfe durch Dozierende erfahren
würde mir grundsätzlich mehr Einordnung durch Dozierende wünschen

habe erst vor kurzem überhaupt angefangen KI zu nutzen, da ich sie sehr kritisch sehe, daher nutze ich sie nicht zum Lernen selbst, sondern nur für Umformulierungen von Sätzen, die mir nicht gelungen sind und verändere sie meistens auch nach dem KI Output nochmals (also eher als Inspiration als Lösungshilfe)"
